"mineralName","formula","discoveryYear"
"Hydroterskite","Na<sub>2</sub>ZrSi<sub>6</sub>O<sub>12</sub>(OH)<sub>6</sub>","2013"
"Ferri-kaersutite","NaCa<sub>2</sub>(Mg<sub>3</sub>Fe<sup>3+</sup>Ti)(Si<sub>6</sub>Al<sub>2</sub>O<sub>22</sub>)O<sub>2</sub> ","2014"
"Itelmenite","Na<sub>4</sub>Mg<sub>3</sub>Cu<sub>3</sub>(SO<sub>4</sub>)<sub>8</sub>","2014"
"Arsenatrotitanite","NaTi(AsO<sub>4</sub>)O","2015"
"Antofagastaite","Na<sub>2</sub>Ca(SO<sub>4</sub>)<sub>2</sub>·1.5H<sub>2</sub>O","2016"
"Majzlanite","K<sub>2</sub>Na(ZnNa)Ca(SO<sub>4</sub>)<sub>4</sub>","2016"
"Odikhinchaite","Na<sub>9</sub>Sr<sub>3</sub>[(H<sub>2</sub>O)<sub>2</sub>Na]Ca<sub>6</sub>Mn<sub>3</sub>Zr<sub>3</sub>NbSi (Si<sub>24</sub>O<sub>72</sub>)O(OH)<sub>3</sub>(CO<sub>3</sub>)&middot;H<sub>2</sub>O","2020"
"Colomeraite","NaTi<sup>3+</sup>Si<sub>2</sub>O<sub>6</sub>","2021"
"Monteregianite-(Y)","(Na,K)<sub>6</sub>(Y,Ca)<sub>2</sub>Si<sub>16</sub>O<sub>38</sub>&middot;10H<sub>2</sub>O","<=19"
"Direnzoite","NaK<sub>6</sub>MgCa<sub>2</sub>(Al<sub>13</sub>Si<sub>47</sub>O<sub>120</sub>)&middot;36H<sub>2</sub>O","ca. "
