"mineralName","formula","discoveryYear"
"Bjarebyite","(Ba,Sr)(Mn<sup>2+</sup>,Fe<sup>2+</sup>,Mg)<sub>2</sub>Al<sub>2</sub>(PO<sub>4</sub>)<sub>3</sub>(OH)<sub>3</sub>","1973"
"Kinoshitalite","(Ba,K)(Mg,Mn<sup>2+</sup>,Al)<sub>3</sub>(Al<sub>2</sub>Si<sub>2</sub>O<sub>10</sub>)(OH)<sub>2</sub>","1973"
"Jagowerite","BaAl<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>","1973"
"Welshite","Ca<sub>4</sub>Mg<sub>9</sub>Sb<sub>3</sub>O<sub>4</sub>[Si<sub>6</sub>Be<sub>3</sub>AlFe<sub>2</sub>O<sub>36</sub>]","1973"
"Calcjarlite","Na(Ca,Sr)<sub>3</sub>Al<sub>3</sub>(OH)<sub>2</sub>F<sub>14</sub>","1973"
"Foggite","CaAl(PO<sub>4</sub>)(OH)<sub>2</sub>&middot;H<sub>2</sub>O","1973"
"Bicchulite","Ca<sub>2</sub>(Al<sub>2</sub>SiO<sub>6</sub>)(OH)<sub>2</sub>","1973"
"Swinefordite","Li(Al,Li,Mg)<sub>3</sub>((Si,Al)<sub>4</sub>O<sub>10</sub>)<sub>2</sub>(OH,F)<sub>4</sub>&middot;nH<sub>2</sub>O","1973"
"Khademite","Al(SO<sub>4</sub>)F&middot;5H<sub>2</sub>O","1973"
"Goedkenite","Sr<sub>2</sub>Al(PO<sub>4</sub>)<sub>2</sub>(OH)","1973"
"Surinamite","(Mg,Fe)<sub>3</sub>Al<sub>4</sub>BeSi<sub>3</sub>O<sub>16</sub>","1974"
"Mazzite-Mg","(Mg,K,Ca)<sub>5</sub>(Si<sub>26</sub>Al<sub>10</sub>)O<sub>72</sub>&middot;28H<sub>2</sub>O","1974"
"Creaseyite","Pb<sub>2</sub>Cu<sub>2</sub>Fe<sup>3+</sup><sub>2</sub>(Si<sub>4.67</sub>Al<sub>0.33</sub>)O<sub>15.33</sub>(OH)<sub>3</sub>&middot;H<sub>2</sub>O","1974"
"Kellyite","Mn<sup>2+</sup><sub>2</sub>Al(AlSiO<sub>5</sub>)(OH)<sub>4</sub>","1974"
"Barrerite","Na<sub>2</sub>(Si<sub>7</sub>Al<sub>2</sub>)O<sub>18</sub>&middot;6H<sub>2</sub>O","1974"
"Carrboydite","(Ni<sub>1-x</sub>Al<sub>x</sub>)(SO<sub>4</sub>)<sub>x/2</sub>(OH)<sub>2</sub>&middot;nH<sub>2</sub>O","1974"
"Jurbanite","Al(SO<sub>4</sub>)(OH)&middot;5H<sub>2</sub>O","1974"
"Balipholite","BaLiMg<sub>2</sub>Al<sub>3</sub>(Si<sub>2</sub>O<sub>6</sub>)<sub>2</sub>(OH)<sub>4</sub>","1975"
"Liottite","(Na,K)<sub>16</sub>Ca<sub>8</sub>(Al<sub>6</sub>Si<sub>6</sub>O<sub>24</sub>)<sub>3</sub>(SO<sub>4</sub>)<sub>5</sub>Cl<sub>4</sub>","1975"
"Axinite-(Mg)","Ca<sub>2</sub>MgAl<sub>2</sub>BSi<sub>4</sub>O<sub>15</sub>OH","1975"
"Vertumnite","Ca<sub>4</sub>Al<sub>4</sub>Si<sub>4</sub>O<sub>6</sub>(OH)<sub>24</sub>&middot;3H<sub>2</sub>O","1975"
"Vuagnatite","CaAl(SiO<sub>4</sub>)(OH)","1975"
"Cowlesite","CaAl<sub>2</sub>Si<sub>3</sub>O<sub>10</sub>&middot;6H<sub>2</sub>O","1975"
"Meixnerite","Mg<sub>6</sub>Al<sub>2</sub>(OH)<sub>16</sub>(OH)<sub>2</sub>&middot;4H<sub>2</sub>O","1975"
"Senegalite","Al<sub>2</sub>(PO<sub>4</sub>)(OH)(OH)<sub>2</sub>&middot;H<sub>2</sub>O","1975"
"Kegelite","Pb<sub>8</sub>Al<sub>4</sub>(Si<sub>8</sub>O<sub>20</sub>)(SO<sub>4</sub>)<sub>2</sub>(CO<sub>3</sub>)<sub>4</sub>(OH)<sub>8</sub>","1975"
"Luetheite","Cu<sub>2</sub>Al<sub>2</sub>(AsO<sub>4</sub>)<sub>2</sub>(OH)<sub>4</sub>","1976"
"Kulanite","Ba(Fe<sup>2+</sup>,Mn<sup>2+</sup>,Mg)<sub>2</sub>(Al,Fe<sup>3+</sup>)<sub>2</sub>(PO<sub>4</sub>)<sub>3</sub>(OH)<sub>3</sub>","1976"
"Hydrodresserite","BaAl<sub>2</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>4</sub>&middot;3H<sub>2</sub>O","1976"
"Ferrochiavennite","Ca<sub>1-2</sub>Fe[(Si,Al,Be)<sub>5</sub>Be<sub>2</sub>O<sub>13</sub>(OH)<sub>2</sub>]&middot;2H<sub>2</sub>O","1976"
"Franzinite","(Na,K)<sub>6</sub>Ca<sub>2</sub>(Al<sub>6</sub>Si<sub>6</sub>O<sub>24</sub>)(SO<sub>4</sub>)<sub>2</sub>&middot;0.5H<sub>2</sub>O","1976"
"Gatumbaite","CaAl<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>&middot;H<sub>2</sub>O","1976"
"Tuscanite","KCa<sub>6</sub>(Si,Al)<sub>10</sub>O<sub>22</sub>(SO<sub>4</sub>,CO<sub>3</sub>)<sub>2</sub>(OH)&middot;H<sub>2</sub>O","1976"
"Spheniscidite","(NH<sub>4</sub>,K)(Fe<sup>3+</sup>,Al)<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)&middot;2H<sub>2</sub>O","1976"
"Burangaite","NaFe<sup>2+</sup>Al<sub>5</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>6</sub>&middot;2H<sub>2</sub>O","1976"
"Burckhardtite","Pb<sub>2</sub>(Fe<sup>3+</sup>Te<sup>6+</sup>)[AlSi<sub>3</sub>O<sub>8</sub>]O<sub>6</sub>","1976"
"Kanonaite","Mn<sup>3+</sup>Al(SiO<sub>4</sub>)O","1976"
"Furongite","Al<sub>13</sub>(UO<sub>2</sub>)<sub>7</sub>(PO<sub>4</sub>)<sub>13</sub>(OH)<sub>14</sub>&middot;58H<sub>2</sub>O","1976"
"Francoanellite","K<sub>3</sub>Al<sub>5</sub>(PO<sub>3</sub>OH)<sub>6</sub>(PO<sub>4</sub>)<sub>2</sub>&middot;12H<sub>2</sub>O","1976"
"Kraisslite","Zn<sub>3</sub>(Mn,Mg)<sub>25</sub>(Fe<sup>3+</sup>,Al)(As<sup>3+</sup>O<sub>3</sub>)<sub>2</sub>[(Si,As<sup>5+</sup>)O<sub>4</sub>]<sub>10</sub>(OH)<sub>16</sub>","1977"
"Penikisite","Ba(Mg,Fe<sup>2+</sup>,Ca)<sub>2</sub>Al<sub>2</sub>(PO<sub>4</sub>)<sub>3</sub>(OH)<sub>3</sub>","1977"
"Merlinoite","(K,Na)<sub>5</sub>(Ca,Ba)<sub>2</sub>Al<sub>9</sub>Si<sub>23</sub>O<sub>64</sub>&middot;23H<sub>2</sub>O","1977"
"Surite","(Pb,Ca)<sub>3</sub>(Al,Fe<sup>2+</sup>,Mg)<sub>2</sub>((Si,Al)<sub>4</sub>O<sub>10</sub>)(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>2</sub>","1977"
"Eggletonite","(Na,K,Ca)<sub>2</sub>(Mn,Fe)<sub>8</sub>(Si,Al)<sub>12</sub>O<sub>29</sub>(OH)<sub>7</sub>&middot;11H<sub>2</sub>O","1977"
"Viitaniemiite","Na(Ca,Mn<sup>2+</sup>)Al(PO<sub>4</sub>)(F,OH)<sub>3</sub>","1977"
"Chantalite","CaAl<sub>2</sub>(SiO<sub>4</sub>)(OH)<sub>4</sub>","1977"
"Perhamite","Ca<sub>3</sub>Al<sub>7.7</sub>Si<sub>3</sub>P<sub>4</sub>O<sub>23.5</sub>(OH)<sub>14.1</sub>&middot;8H<sub>2</sub>O","1977"
"Gormanite","(Fe<sup>2+</sup>,Mg)<sub>3</sub>(Al,Fe<sup>3+</sup>)<sub>4</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>6</sub>&middot;2H<sub>2</sub>O","1977"
"Matulaite","(Fe<sup>3+</sup>,Al)Al<sub>7</sub>(PO<sub>4</sub>)<sub>4</sub>(PO<sub>3</sub>OH)<sub>2</sub>(OH)<sub>8</sub>(H<sub>2</sub>O)<sub>8</sub>&middot;8H<sub>2</sub>O","1977"
"Sasaite","(Al,Fe<sup>3+</sup>)<sub>14</sub>(PO<sub>4</sub>)<sub>11</sub>(SO<sub>4</sub>)(OH)<sub>7</sub>&middot;83H<sub>2</sub>O","1977"
"Magnesiocarpholite","MgAl<sub>2</sub>Si<sub>2</sub>O<sub>6</sub>(OH)<sub>4</sub>","1977"
"Zaherite","Al<sub>12</sub>(SO<sub>4</sub>)<sub>5</sub>(OH)<sub>26</sub>&middot;20H<sub>2</sub>O","1977"
"Slawsonite","Sr(Al<sub>2</sub>Si<sub>2</sub>O<sub>8</sub>)","1977"
"Strontiodresserite","SrAl<sub>2</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>4</sub>&middot;H<sub>2</sub>O","1977"
"Kleemanite","ZnAl<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>&middot;3H<sub>2</sub>O","1977"
"Goudeyite","AlCu<sub>6</sub>(AsO<sub>4</sub>)<sub>3</sub>(OH)<sub>6</sub>&middot;3H<sub>2</sub>O","1978"
"Curetonite","Ba(Al,Ti)(PO<sub>4</sub>)(OH,O)F","1978"
"Loveringite","(Ca,Ce,La)(Zr,Fe)(Mg,Fe)<sub>2</sub>(Ti,Fe,Cr,Al)<sub>18</sub>O<sub>38</sub>","1978"
"Ferro-hornblende","&#9723;Ca<sub>2</sub>(Fe<sup>2+</sup><sub>4</sub>Al)(Si<sub>7</sub>Al)O<sub>22</sub>(OH)<sub>2</sub>","1978"
"Aubertite","CuAl(SO<sub>4</sub>)<sub>2</sub>Cl&middot;14H<sub>2</sub>O","1978"
"Ferro-holmquistite","&#9723;{Li<sub>2</sub>}{Fe<sup>2+</sup><sub>3</sub>Al<sub>2</sub>}(Si<sub>8</sub>O<sub>22</sub>)(OH)<sub>2</sub>","1978"
"Xiangjiangite","(Fe<sup>3+</sup>,Al)(UO<sub>2</sub>)<sub>4</sub>(PO<sub>4</sub>)<sub>2</sub>(SO<sub>4</sub>)<sub>2</sub>(OH)&middot;22H<sub>2</sub>O","1978"
"Panunzite","(K,Na)AlSiO<sub>4</sub>","1978"
"Threadgoldite","Al(UO<sub>2</sub>)<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)&middot;8H<sub>2</sub>O","1978"
"Upalite","Al(UO<sub>2</sub>)<sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>O(OH)&middot;7H<sub>2</sub>O","1978"
"Phuralumite","Al<sub>2</sub>[(UO<sub>2</sub>)<sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>O(OH)](OH)<sub>3</sub>(H<sub>2</sub>O)<sub>9</sub>","1978"
"Bahianite","Al<sub>5</sub>Sb<sub>3</sub>O<sub>14</sub>(OH)<sub>2</sub>","1978"
"Aluminium","Al","1978"
"Sacrofanite","(Na<sub>61</sub>K<sub>19</sub>Ca<sub>32</sub>)(Si<sub>84</sub>Al<sub>84</sub>O<sub>336</sub>)(SO<sub>4</sub>)<sub>26</sub>Cl<sub>2</sub>F<sub>6</sub>&middot;2H<sub>2</sub>O","1979"
"Giuseppettite","(Na,K,Ca)<sub>7-8</sub>(Al<sub>6</sub>Si<sub>6</sub>O<sub>24</sub>)(SO<sub>4</sub>,Cl)<sub>1-2</sub>","1979"
"Ferrowyllieite","(Na,Ca,Mn)(Fe,Mn)(Fe,Fe,Mg)Al(PO<sub>4</sub>)<sub>3</sub>","1979"
"Rosemaryite","(Na,Ca,Mn)(Mn,Fe<sup>2+</sup>)(Fe<sup>3+</sup>,Mg)Al(PO<sub>4</sub>)<sub>3</sub>","1979"
"Kingsmountite","Ca<sub>3</sub>MnFeAl<sub>4</sub>(PO<sub>4</sub>)<sub>6</sub>(OH)<sub>4</sub>&middot;12H<sub>2</sub>O","1979"
"Carlhintzeite","Ca<sub>2</sub>[AlF<sub>6</sub>]F&middot;H<sub>2</sub>O","1979"
"Goosecreekite","Ca[Al<sub>2</sub>Si<sub>6</sub>O<sub>16</sub>]&middot;5H<sub>2</sub>O","1979"
"Hydrodelhayelite","KCa<sub>2</sub>AlSi<sub>7</sub>O<sub>17</sub>(OH)<sub>2</sub>&middot;6H<sub>2</sub>O","1979"
"Hydrombobomkulite","(Ni,Cu)Al<sub>4</sub>((NO<sub>3</sub>)<sub>2</sub>,SO<sub>4</sub>)(OH)<sub>12</sub>&middot;13-14H<sub>2</sub>O","1979"
"Mbobomkulite","(Ni,Cu)Al<sub>4</sub>((NO<sub>3</sub>)<sub>2</sub>,SO<sub>4</sub>)(OH)<sub>12</sub>&middot;3H<sub>2</sub>O","1979"
"Drugmanite","Pb<sub>2</sub>(Fe<sup>3+</sup>,Al)(PO<sub>4</sub>)(PO<sub>3</sub>OH)(OH)<sub>2</sub>","1979"
"Tancoite","LiNa<sub>2</sub>Al(PO<sub>4</sub>)(PO<sub>3</sub>OH)(OH)","1979"
"Wilcoxite","MgAl(SO<sub>4</sub>)<sub>2</sub>F&middot;17H<sub>2</sub>O","1979"
"Amicite","K<sub>2</sub>Na<sub>2</sub>Al<sub>4</sub>Si<sub>4</sub>O<sub>16</sub>&middot;5H<sub>2</sub>O","1979"
"Ranunculite","HAl(UO<sub>2</sub>)(PO<sub>4</sub>)(OH)<sub>3</sub>&middot;4H<sub>2</sub>O","1979"
"Pharmacoalumite","KAl<sub>4</sub>(AsO<sub>4</sub>)<sub>3</sub>(OH)<sub>4</sub>&middot;6.5H<sub>2</sub>O","1980"
"Colquiriite","CaLi[AlF<sub>6</sub>]","1980"
"Karlite","(Mg,Al)<sub>6.5</sub>(BO<sub>3</sub>)<sub>3</sub>(OH)<sub>4</sub>(&#9723;,Cl)<sub>0.5</sub>","1980"
"Sveite","(K<sub>3-x</sub>&#9723;<sub>x</sub>)Al<sub>8</sub>(NO<sub>3</sub>)<sub>6</sub>O<sub>8</sub>Cl<sub>4</sub>&middot;nH<sub>2</sub>O","1980"
"Kalborsite","K<sub>6</sub>Al<sub>4</sub>BSi<sub>6</sub>O<sub>20</sub>(OH)<sub>4</sub>Cl","1980"
"Preiswerkite","NaMg<sub>2</sub>Al(Al<sub>2</sub>Si<sub>2</sub>O<sub>10</sub>)(OH)<sub>2</sub>","1980"
"Kulkeite","Mg<sub>8</sub>Al(AlSi<sub>7</sub>O<sub>20</sub>)(OH)<sub>10</sub>","1980"
"Paranatrolite","Na<sub>2</sub>Al<sub>2</sub>Si<sub>3</sub>O<sub>10</sub>&middot;3H<sub>2</sub>O","1980"
"Nickelalumite","NiAl<sub>4</sub>(SO<sub>4</sub>)(OH)<sub>12</sub>(H<sub>2</sub>O)<sub>3</sub>","1980"
"Mundite","Al(UO<sub>2</sub>)<sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>3</sub>&middot;5.5H<sub>2</sub>O","1980"
"Schlossmacherite","(H<sub>3</sub>O)Al<sub>3</sub>(SO<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>","1980"
"Arsenocrandallite","CaAl<sub>3</sub>(AsO<sub>4</sub>)(AsO<sub>3</sub>OH)(OH)<sub>6</sub>","1981"
"Philipsbornite","PbAl<sub>3</sub>(AsO<sub>4</sub>)(AsO<sub>3</sub>OH)(OH)<sub>6</sub>","1981"
"Chessexite","(Na,K)<sub>4</sub>Ca<sub>2</sub>(Mg,Zn)<sub>3</sub>Al<sub>8</sub>(SO<sub>4</sub>)<sub>10</sub>(SiO<sub>4</sub>)<sub>2</sub>&middot;40H<sub>2</sub>O","1981"
"Charlesite","Ca<sub>6</sub>(Al,Si)<sub>2</sub>(SO<sub>4</sub>)<sub>2</sub>[B(OH)<sub>4</sub>](OH,O)<sub>12</sub>&middot;26H<sub>2</sub>O","1981"
"Kamaishilite","Ca<sub>2</sub>(Al<sub>2</sub>SiO<sub>6</sub>)(OH)<sub>2</sub>","1981"
"Wonesite","(Na,K)(Mg,Fe,Al)<sub>6</sub>((Al,Si)<sub>4</sub>O<sub>10</sub>)<sub>2</sub>(OH,F)<sub>4</sub>","1981"
"Qingheiite","NaNaMn<sup>2+</sup>(MgAl)(PO<sub>4</sub>)<sub>3</sub>","1981"
"Sosedkoite","(K,Na)<sub>5</sub>Al<sub>2</sub>(Ta,Nb)<sub>22</sub>O<sub>60</sub>","1981"
"Peisleyite","Na<sub>2</sub>Al<sub>9</sub>[(P,S)O<sub>4</sub>]<sub>8</sub>(OH)<sub>6</sub>&middot;28H<sub>2</sub>O","1981"
"Triangulite","Al<sub>3</sub>(UO<sub>2</sub>)<sub>4</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>5</sub>&middot;5H<sub>2</sub>O","1981"
"Alumotantite","AlTaO<sub>4</sub>","1981"
"Bulachite","Al<sub>6</sub>(AsO<sub>4</sub>)<sub>3</sub>(OH)<sub>9</sub>(H<sub>2</sub>O)<sub>4</sub>&middot;2H<sub>2</sub>O","1982"
"Jeffreyite","(Ca,Na)<sub>2</sub>(Be,Al)(Si<sub>2</sub>O<sub>7</sub>,HSi<sub>2</sub>O<sub>7</sub>)","1982"
"Almarudite","K&#9723;<sub>2</sub>Mn<sup>2+</sup><sub>2</sub>(Be<sub>2</sub>Al)[Si<sub>12</sub>O<sub>30</sub>]","1982"
"Katoite","Ca<sub>3</sub>Al<sub>2</sub>[&#9723;(OH)<sub>4</sub>]<sub>3</sub>","1982"
"Chlormagaluminite","Mg<sub>4</sub>Al<sub>2</sub>(OH)<sub>12</sub>Cl<sub>2</sub>&middot;3H<sub>2</sub>O","1982"
"Gobbinsite","Na<sub>5</sub>(Si<sub>11</sub>Al<sub>5</sub>)O<sub>32</sub>&middot;11H<sub>2</sub>O","1982"
"Tobelite","(NH<sub>4</sub>,K)Al<sub>2</sub>(AlSi<sub>3</sub>O<sub>10</sub>)(OH)<sub>2</sub>","1982"
"Wrightite","K<sub>2</sub>Al<sub>2</sub>O(AsO<sub>4</sub>)<sub>2</sub>","1983"
"Filatovite","K(Al,Zn)<sub>2</sub>(As,Si)<sub>2</sub>O<sub>8</sub>","1983"
"Høgtuvaite","Ca<sub>4</sub>[Fe<sup>2+</sup><sub>6</sub>Fe<sup>3+</sup><sub>6</sub>]O<sub>4</sub>[Si<sub>8</sub>Be<sub>2</sub>Al<sub>2</sub>O<sub>36</sub>]","1983"
"Eirikite","KNa<sub>6</sub>Be<sub>2</sub>(Si<sub>15</sub>Al<sub>3</sub>)O<sub>39</sub>F<sub>2</sub>","1983"
"Svyazhinite","(Mg,Mn<sup>2+</sup>,Ca)(Al,Fe<sup>3+</sup>)(SO<sub>4</sub>)<sub>2</sub>F&middot;14H<sub>2</sub>O","1983"
"Lun'okite","(Mn,Ca)(Mg,Fe,Mn)Al(PO<sub>4</sub>)<sub>2</sub>OH&middot;4H<sub>2</sub>O","1983"
"Lannonite","Mg<sub>2</sub>Ca<sub>4</sub>Al<sub>4</sub>(SO<sub>4</sub>)<sub>8</sub>F<sub>8</sub>&middot;24H<sub>2</sub>O ","1983"
"Mammothite","Pb<sub>6</sub>Cu<sub>4</sub>AlSb<sup>5+</sup>O<sub>2</sub>(OH)<sub>16</sub>Cl<sub>4</sub>(SO<sub>4</sub>)<sub>2</sub>","1983"
"Carboirite","FeAl<sub>2</sub>(GeO<sub>4</sub>)O(OH)<sub>2</sub>","1983"
"Yushkinite","(Mg,Al)V<sup>4+</sup>S<sub>2</sub>(OH)<sub>2</sub>","1983"
"Barentsite","Na<sub>7</sub>Al(HCO<sub>3</sub>)<sub>2</sub>(CO<sub>3</sub>)<sub>2</sub>F<sub>4</sub>","1983"
"Stronalsite","Na<sub>2</sub>SrAl<sub>4</sub>Si<sub>4</sub>O<sub>16</sub>","1983"
"Tinsleyite","KAl<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)&middot;2H<sub>2</sub>O","1983"
"Hotsonite","Al<sub>11</sub>(SO<sub>4</sub>)<sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>21</sub>&middot;16H<sub>2</sub>O","1983"
"Lithosite","K<sub>6</sub>Al<sub>4</sub>Si<sub>8</sub>O<sub>25</sub>&middot;2H<sub>2</sub>O","1983"
"Arsenogoyazite","SrAl<sub>3</sub>(AsO<sub>4</sub>)(AsO<sub>3</sub>OH)(OH)<sub>6</sub>","1984"
"Sadanagaite","{Na}{Ca<sub>2</sub>}{Mg<sub>3</sub>Al<sub>2</sub>}(Si<sub>5</sub>Al<sub>3</sub>O<sub>22</sub>)(OH)<sub>2</sub>","1984"
"Perlialite","K<sub>9</sub>Na(Ca,Sr)[Al<sub>2</sub>Si<sub>4</sub>O<sub>12</sub>]<sub>6</sub>&middot;15H<sub>2</sub>O","1984"
"Minehillite","(K,Na)<sub>2-3</sub>Ca<sub>28</sub>Zn<sub>4</sub>Al<sub>4</sub>Si<sub>40</sub>O<sub>112</sub>(OH)<sub>16</sub>","1984"
"Willhendersonite","KCa[Al<sub>3</sub>Si<sub>3</sub>O<sub>12</sub>]&middot;5H<sub>2</sub>O","1984"
"Cualstibite","Cu<sub>2</sub>Al(OH)<sub>6</sub>[Sb<sup>5+</sup>(OH)<sub>6</sub>]","1984"
"Lennilenapeite","K<sub>6-7</sub>(Mg,Mn,Fe,Zn)<sub>48</sub>(Si,Al)<sub>72</sub>(O,OH)<sub>216</sub>&middot;16H<sub>2</sub>O","1984"
"Paulkerrite","K(Mg,Mn<sup>2+</sup>)<sub>2</sub>(Fe<sup>3+</sup>,Al,Ti,Mg)<sub>2</sub>Ti(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>3</sub>&middot;15H<sub>2</sub>O","1984"
"Bobfergusonite","Na<sub>2</sub>Mn<sub>5</sub>FeAl(PO<sub>4</sub>)<sub>6</sub>","1984"
"Aheylite","(Fe<sup>2+</sup>,Zn)Al<sub>6</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>8</sub>&middot;4H<sub>2</sub>O","1984"
"Ellenbergerite","Mg<sub>6</sub>(Mg,Ti,Zr,&#9723;)<sub>2</sub>(Al,Mg)<sub>6</sub>Si<sub>8</sub>O<sub>28</sub>(OH)<sub>10</sub>","1984"
"Mantienneite","KMg<sub>2</sub>Al<sub>2</sub>Ti(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>3</sub>&middot;15H<sub>2</sub>O","1984"
"Moreauite","Al<sub>3</sub>(UO<sub>2</sub>)(PO<sub>4</sub>)<sub>3</sub>(OH)<sub>2</sub>&middot;13H<sub>2</sub>O","1984"
"Arsenoflorencite-(Ce)","CeAl<sub>3</sub>(AsO<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>","1985"
"Gerdtremmelite","(Zn,Fe)(Al,Fe)<sub>2</sub>(AsO<sub>4</sub>)(OH)<sub>5</sub>","1985"
"Cupalite","(Cu,Zn)Al","1985"
"Khatyrkite","(Cu,Zn)Al<sub>2</sub>","1985"
"Carlosturanite","(Mg,Fe,Ti)<sub>21</sub>(Si,Al)<sub>12</sub>O<sub>28</sub>(OH)<sub>34</sub>•H<sub>2</sub>O","1985"
"Zincovoltaite","K<sub>2</sub>Zn<sub>5</sub>Fe<sup>3+</sup><sub>3</sub>Al(SO<sub>4</sub>)<sub>12</sub>&middot;18H<sub>2</sub>O","1985"
"Shigaite","Mn<sub>6</sub>Al<sub>3</sub>(OH)<sub>18</sub>[Na(H<sub>2</sub>O)<sub>6</sub>](SO<sub>4</sub>)<sub>2</sub>&middot;6H<sub>2</sub>O","1985"
"Diaoyudaoite","NaAl<sub>11</sub>O<sub>17</sub>","1985"
"Doyleite","Al(OH)<sub>3</sub>","1985"
"Montroyalite","Sr<sub>4</sub>Al<sub>8</sub>(CO<sub>3</sub>)<sub>3</sub>(OH,F)<sub>26</sub>&middot;10-11H<sub>2</sub>O","1985"
"Hochelagaite","(Ca,Na,Sr)(Nb,Ti,Si,Al)<sub>4</sub>O<sub>11</sub>&middot;8H<sub>2</sub>O","1986"
"Bearthite","Ca<sub>2</sub>Al(PO<sub>4</sub>)<sub>2</sub>(OH)","1986"
"Peprossiite-(Ce)","(Ce,La)(Al<sub>3</sub>O)<sub>2/3</sub>B<sub>4</sub>O<sub>10</sub>","1986"
"Mathewrogersite","Pb<sub>7</sub>FeAl<sub>3</sub>GeSi<sub>12</sub>O<sub>36</sub>(OH,H<sub>2</sub>O)<sub>6</sub>","1986"
"Chestermanite","Mg<sub>2</sub>(Fe<sup>3+</sup>,Mn<sup>3+</sup>,Al,Sb<sup>3+</sup>)(BO<sub>3</sub>)O<sub>2</sub>","1986"
"Paramendozavilite","[KAl<sub>4</sub>(H<sub>2</sub>O)<sub>30</sub>][Mo<sub>12</sub>P<sub>6</sub>Fe<sup>3+</sup><sub>6</sub>O<sub>60</sub>(OH)<sub>13</sub>]","1986"
"Paravinogradovite","Na<sub>1-2</sub>(Ti,Fe<sup>3+</sup>)<sub>4</sub>(Si<sub>2</sub>O<sub>6</sub>)<sub>2</sub>(AlSi<sub>3</sub>O<sub>10</sub>)(OH)<sub>4</sub>&middot;H<sub>2</sub>O","1986"
"Mcauslanite","Fe<sub>3</sub>Al<sub>2</sub>(PO<sub>4</sub>)<sub>3</sub>(PO<sub>3</sub>OH)F&middot;18H<sub>2</sub>O","1986"
"Olenite","NaAl<sub>3</sub>Al<sub>6</sub>(Si<sub>6</sub>O<sub>18</sub>)(BO<sub>3</sub>)<sub>3</sub>O<sub>3</sub>(OH)","1986"
"Zharchikhite","AlF(OH)<sub>2</sub>","1986"
"Vantasselite","Al<sub>4</sub>(PO<sub>4</sub>)<sub>3</sub>(OH)<sub>3</sub>&middot;9H<sub>2</sub>O","1986"
"Ammonioleucite","(NH<sub>4</sub>)(AlSi<sub>2</sub>O<sub>6</sub>)","1986"
"Althupite","AlTh(UO<sub>2</sub>)<sub>7</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>5</sub>O<sub>2</sub>&middot;15H<sub>2</sub>O","1986"
"Lourenswalsite","(K,Ba)<sub>2</sub>(Ti,Mg,Ca,Fe)<sub>4</sub>(Si,Al,Fe)<sub>6</sub>O<sub>14</sub>(OH)<sub>12</sub>","1987"
"Delindeite","(Na,K)<sub>2</sub>(Ba,Ca)<sub>2</sub>(Ti,Fe,Al)<sub>3</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>O<sub>2</sub>(OH)<sub>2</sub>&middot;2H<sub>2</sub>O","1987"
"Wadalite","(Ca,Mg)<sub>6</sub>(Al,Fe<sup>3+</sup>)<sub>4</sub>((Si,Al)O<sub>4</sub>)<sub>3</sub>O<sub>4</sub>Cl<sub>3</sub>","1987"
"Amstallite","CaAl[(Al,Si)<sub>4</sub>O<sub>8</sub>(OH)<sub>2</sub>](OH)<sub>2</sub>&middot;(H<sub>2</sub>O,Cl)","1987"
"Dorrite","Ca<sub>4</sub>(Mg<sub>3</sub>Fe<sup>3+</sup><sub>9</sub>)O<sub>4</sub>(Si<sub>3</sub>Al<sub>8</sub>Fe<sup>3+</sup>O<sub>36</sub>)","1987"
"Esseneite","CaFe<sup>3+</sup>[AlSiO<sub>6</sub>]","1987"
"Klyuchevskite","K<sub>3</sub>Cu<sub>3</sub>(Fe<sup>3+</sup>,Al)(SO<sub>4</sub>)<sub>4</sub>O<sub>2</sub>","1987"
